trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
7201010,11:13:00,11:13:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
7203070,15:17:10,15:17:10,7639,58,MONROEVILLE TO DOWNTOWN VIA OAKLAND,0,0,21541.22,0
7218080,16:14:00,16:14:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
7224070,24:06:00,24:06:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
7226010,20:20:00,20:20:00,29,9,MURRAY SHORT TO WATERFRONT,0,0,1573.71,1
7236020,17:05:00,17:05:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
7240070,17:30:00,17:30:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
7255070,08:51:00,08:51:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
7273020,16:53:00,16:53:00,29,18,MCKEESPORT HOMESTEAD TO MCKEESPORT,0,0,4431.48,1
7302020,12:45:00,12:45:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
7309010,05:37:00,05:37:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
7312080,11:07:00,11:07:00,29,18,MCKEESPORT HOMESTEAD TO MCKEESPORT,0,0,4431.48,1
7337070,20:42:00,20:42:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
7354070,14:50:00,14:50:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
7364020,19:06:00,19:06:00,29,18,MCKEESPORT HOMESTEAD TO MCKEESPORT,0,0,4431.48,1
7375010,21:03:00,21:03:00,29,9,MURRAY SHORT TO WATERFRONT,0,0,1573.71,1
7376020,07:57:00,07:57:00,29,18,MCKEESPORT HOMESTEAD TO MCKEESPORT,0,0,4431.48,1
7397020,21:51:13,21:51:13,29,45,GREENFIELD TO CARNEGIE MELLON,0,0,13941.39,0
7405020,08:13:00,08:13:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
7410080,12:14:00,12:14:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
743020,09:04:00,09:04:00,29,9,MURRAY SHORT TO WATERFRONT,0,0,1573.71,1
7446020,19:25:00,19:25:00,29,18,MCKEESPORT HOMESTEAD TO MCKEESPORT,0,0,4431.48,1
7453020,08:30:08,08:30:08,7639,71,HOMEWOOD-SQUIRREL HILL TO BEECHWOOD-TILBURY,0,0,12655.27,0
7464020,18:02:00,18:02:00,29,9,MURRAY SHORT TO WATERFRONT,0,0,1573.71,1
7481020,22:51:00,22:51:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
7484020,09:16:00,09:16:00,29,9,TRAFFORD TO FORBES HOSPITAL,0,0,5179.67,1
7501080,12:30:00,12:30:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
7503070,17:43:03,17:43:03,7639,71,HOMEWOOD-SQUIRREL HILL TO MURRAY-FORBES,0,0,12655.27,0
7535080,12:03:00,12:03:00,29,9,MURRAY SHORT TO WATERFRONT,0,0,1573.71,1
7537020,07:58:00,07:58:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
7551070,18:04:00,18:04:00,29,9,MURRAY SHORT TO WATERFRONT,0,0,1573.71,1
7569070,25:31:00,25:31:00,29,9,MURRAY SHORT TO WATERFRONT,0,0,1573.71,1
7589020,08:29:00,08:29:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
7594020,17:53:00,17:53:00,29,18,MCKEESPORT HOMESTEAD TO MCKEESPORT,0,0,4431.48,1
760010,06:28:00,06:28:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
7675070,17:00:00,17:00:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
7677070,12:55:00,12:55:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
7683020,06:15:00,06:15:00,29,9,MONROEVILLE TO CCAC BOYCE,0,0,5179.67,1
7689010,12:37:00,12:37:00,29,18,MCKEESPORT HOMESTEAD TO MCKEESPORT,0,0,4431.48,1
7698080,18:12:00,18:12:00,29,9,MONROEVILLE TO FORBES HOSPITAL,0,0,5179.67,1
772020,11:13:00,11:13:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
7728070,17:31:23,17:31:23,29,45,GREENFIELD TO CARNEGIE MELLON,0,0,13941.39,0
7729070,12:50:00,12:50:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
7736020,14:37:19,14:37:19,7639,68,MONROEVILLE TO DOWNTOWN VIA OAKLAND,0,0,24086.24,0
7769010,19:24:00,19:24:00,29,18,MCKEESPORT HOMESTEAD TO MCKEESPORT,0,0,4431.48,1
7778070,12:24:00,12:24:00,29,9,MURRAY SHORT TO WATERFRONT,0,0,1573.71,1
7795020,07:50:00,07:50:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
7809020,16:50:00,16:50:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
7811020,15:35:00,15:35:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
782010,10:15:00,10:15:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
7840070,25:55:00,25:55:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
7880070,13:30:00,13:30:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
7892080,11:40:15,11:40:15,7639,71,HOMEWOOD-SQUIRREL HILL TO MURRAY-FORBES,0,0,12655.27,0
7911010,13:33:00,13:33:00,29,9,MURRAY SHORT TO WATERFRONT,0,0,1573.71,1
7932010,13:11:10,13:11:10,7639,58,MONROEVILLE TO DOWNTOWN VIA OAKLAND,0,0,21541.22,0
7962070,06:59:13,06:59:13,29,45,GREENFIELD TO CARNEGIE MELLON,0,0,13941.39,0
7978080,15:00:00,15:00:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
8009020,20:52:23,20:52:23,29,45,GREENFIELD TO CARNEGIE MELLON,0,0,13941.39,0
8012020,10:45:00,10:45:00,29,9,MONROEVILLE TO CCAC BOYCE,0,0,5179.67,1
8014010,07:56:00,07:56:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
8019010,20:54:00,20:54:00,29,18,MCKEESPORT HOMESTEAD TO MCKEESPORT,0,0,4431.48,1
8020020,12:40:00,12:40:00,29,18,MCKEESPORT HOMESTEAD TO MCKEESPORT,0,0,4431.48,1
8034020,07:06:24,07:06:24,7639,82,TRAFFORD TO DOWNTOWN VIA OAKLAND,0,0,29513.59,0
804010,19:54:00,19:54:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
8050070,17:57:00,17:57:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
8051020,19:54:00,19:54:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
8054080,24:24:00,24:24:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
8055080,21:26:00,21:26:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
8057080,09:45:00,09:45:00,29,9,MURRAY SHORT TO WATERFRONT,0,0,1573.71,1
8061020,05:54:00,05:54:00,29,9,TRAFFORD TO FORBES HOSPITAL,0,0,5179.67,1
8065070,20:55:00,20:55:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
807070,08:01:00,08:01:00,29,9,MURRAY SHORT TO WATERFRONT,0,0,1573.71,1
8094080,21:07:10,21:07:10,7639,58,MONROEVILLE TO DOWNTOWN VIA OAKLAND,0,0,21541.22,0
8095080,09:52:00,09:52:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
8097010,11:50:00,11:50:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
8111010,10:29:00,10:29:00,29,9,MURRAY SHORT TO WATERFRONT,0,0,1573.71,1
8127070,07:51:00,07:51:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
8128070,17:40:00,17:40:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
814010,12:54:00,12:54:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
8145080,20:23:00,20:23:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
8147020,09:16:32,09:16:32,29,45,GREENFIELD TO CARNEGIE MELLON,0,0,13941.39,0
8149080,12:07:00,12:07:00,29,18,MCKEESPORT HOMESTEAD TO MCKEESPORT,0,0,4431.48,1
8173080,17:03:00,17:03:00,29,9,MURRAY SHORT TO WATERFRONT,0,0,1573.71,1
8191070,13:10:00,13:10:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
821070,15:30:00,15:30:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
8216010,08:26:03,08:26:03,7639,71,HOMEWOOD-SQUIRREL HILL TO MURRAY-FORBES,0,0,12655.27,0
822020,15:12:00,15:12:00,29,9,MONROEVILLE TO CCAC BOYCE,0,0,5179.67,1
8241080,13:11:10,13:11:10,7639,58,MONROEVILLE TO DOWNTOWN VIA OAKLAND,0,0,21541.22,0
8247080,14:56:15,14:56:15,7639,71,HOMEWOOD-SQUIRREL HILL TO MURRAY-FORBES,0,0,12655.27,0
8261080,12:54:00,12:54:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
8272070,15:18:00,15:18:00,29,9,MONROEVILLE TO FORBES HOSPITAL,0,0,5179.67,1
8279080,20:54:00,20:54:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
8306070,15:09:15,15:09:15,7639,71,HOMEWOOD-SQUIRREL HILL TO MURRAY-FORBES,0,0,12655.27,0
83070,06:01:00,06:01:00,29,9,MURRAY SHORT TO WATERFRONT,0,0,1573.71,1
8312070,12:55:00,12:55:00,29,18,MCKEESPORT HOMESTEAD TO MCKEESPORT,0,0,4431.48,1
8317020,16:42:00,16:42:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
8328080,11:12:00,11:12:00,29,9,MONROEVILLE TO FORBES HOSPITAL,0,0,5179.67,1
8345010,18:49:00,18:49:00,29,9,MURRAY SHORT TO WATERFRONT,0,0,1573.71,1
835020,23:33:00,23:33:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
8364020,06:30:00,06:30:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
8368010,18:29:00,18:29:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
8369080,05:47:00,05:47:00,29,18,MCKEESPORT HOMESTEAD TO MCKEESPORT,0,0,4431.48,1
8391020,05:46:00,05:46:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
8422010,15:07:00,15:07:00,29,18,MCKEESPORT HOMESTEAD TO MCKEESPORT,0,0,4431.48,1
8445020,18:05:00,18:05:00,29,18,MCKEESPORT HOMESTEAD TO MCKEESPORT,0,0,4431.48,1
8468080,13:14:00,13:14:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
8475010,16:44:00,16:44:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
8479010,18:15:00,18:15:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
8489010,13:12:00,13:12:00,29,9,MONROEVILLE TO FORBES HOSPITAL,0,0,5179.67,1
8497080,11:13:00,11:13:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
8520020,10:02:00,10:02:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
8542070,23:32:00,23:32:00,29,18,MCKEESPORT HOMESTEAD TO MCKEESPORT,0,0,4431.48,1
8543070,10:03:00,10:03:00,29,9,MURRAY SHORT TO WATERFRONT,0,0,1573.71,1
8544020,14:49:00,14:49:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
8577020,08:21:00,08:21:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
860080,11:35:00,11:35:00,29,18,MCKEESPORT HOMESTEAD TO MCKEESPORT,0,0,4431.48,1
8610020,18:40:00,18:40:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
8619070,15:20:00,15:20:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
8627020,19:11:00,19:11:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
8630080,12:43:00,12:43:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
8632020,08:28:00,08:28:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
8646070,12:35:00,12:35:00,29,18,MCKEESPORT HOMESTEAD TO MCKEESPORT,0,0,4431.48,1
8675020,13:15:00,13:15:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
8684070,24:21:00,24:21:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
8697070,09:01:00,09:01:00,29,9,MURRAY SHORT TO WATERFRONT,0,0,1573.71,1
8698010,18:54:32,18:54:32,29,45,GREENFIELD TO CARNEGIE MELLON,0,0,13941.39,0
8707080,19:51:03,19:51:03,7639,71,HOMEWOOD-SQUIRREL HILL TO MURRAY-FORBES,0,0,12655.27,0
8708020,21:39:00,21:39:00,29,9,MURRAY SHORT TO WATERFRONT,0,0,1573.71,1
8710020,15:01:00,15:01:00,29,18,MCKEESPORT HOMESTEAD TO MCKEESPORT,0,0,4431.48,1
8715010,15:12:00,15:12:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
8730020,18:16:00,18:16:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
8744070,12:04:00,12:04:00,29,9,MURRAY SHORT TO WATERFRONT,0,0,1573.71,1
8753020,12:20:00,12:20:00,29,18,MCKEESPORT HOMESTEAD TO MCKEESPORT,0,0,4431.48,1
8754070,21:05:00,21:05:00,29,18,MCKEESPORT HOMESTEAD TO MCKEESPORT,0,0,4431.48,1
8763020,17:08:00,17:08:00,29,18,MCKEESPORT HOMESTEAD TO MCKEESPORT,0,0,4431.48,1
8765070,05:55:00,05:55:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
8767010,18:47:00,18:47:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
8768020,17:48:00,17:48:00,29,9,MURRAY SHORT TO WATERFRONT,0,0,1573.71,1
879080,15:30:00,15:30:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
8793070,13:20:00,13:20:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
8800010,08:36:00,08:36:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
8809020,23:07:00,23:07:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
8812070,18:57:00,18:57:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
8824020,19:38:00,19:38:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
8825020,19:31:05,19:31:05,7639,82,TRAFFORD TO DOWNTOWN VIA OAKLAND,0,0,29513.59,0
8838020,13:07:00,13:07:00,29,9,MURRAY SHORT TO WATERFRONT,0,0,1573.71,1
8845070,09:11:00,09:11:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
8856070,09:29:00,09:29:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
8864070,26:13:00,26:13:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
8870020,15:26:00,15:26:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
8880070,18:43:10,18:43:10,7639,58,MONROEVILLE TO DOWNTOWN VIA OAKLAND,0,0,21541.22,0
8893020,11:27:00,11:27:00,29,9,MONROEVILLE TO CCAC BOYCE,0,0,5179.67,1
8904020,19:52:01,19:52:01,7639,68,MONROEVILLE TO DOWNTOWN VIA OAKLAND,0,0,24086.24,0
8932080,24:46:00,24:46:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
894020,12:18:19,12:18:19,7639,68,MONROEVILLE TO DOWNTOWN VIA OAKLAND,0,0,24086.24,0
8947070,16:25:00,16:25:00,29,9,MONROEVILLE TO FORBES HOSPITAL,0,0,5179.67,1
8984010,21:50:00,21:50:00,29,9,MURRAY SHORT TO WATERFRONT,0,0,1573.71,1
8990020,25:52:00,25:52:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
9002020,20:55:00,20:55:00,29,9,TRAFFORD TO FORBES HOSPITAL,0,0,5179.67,1
9015010,13:25:00,13:25:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
9018080,14:24:32,14:24:32,29,45,GREENFIELD TO CARNEGIE MELLON,0,0,13941.39,0
9024020,15:58:32,15:58:32,29,45,GREENFIELD TO CARNEGIE MELLON,0,0,13941.39,0
9030020,18:15:00,18:15:00,29,9,MONROEVILLE TO CCAC BOYCE,0,0,5179.67,1
9043010,14:33:00,14:33:00,29,9,MURRAY SHORT TO WATERFRONT,0,0,1573.71,1
9048020,05:11:00,05:11:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
9057020,06:07:00,06:07:00,29,18,MCKEESPORT HOMESTEAD TO MCKEESPORT,0,0,4431.48,1
9078070,19:14:00,19:14:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
9100070,20:28:00,20:28:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
9112010,17:01:00,17:01:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
9118020,14:37:32,14:37:32,29,45,GREENFIELD TO CARNEGIE MELLON,0,0,13941.39,0
9126080,19:15:00,19:15:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
9128020,07:33:00,07:33:00,29,9,MURRAY SHORT TO WATERFRONT,0,0,1573.71,1
9154020,17:59:50,17:59:50,29,45,GREENFIELD TO CARNEGIE MELLON,0,0,13941.39,0
9156020,14:15:00,14:15:00,29,9,TRAFFORD TO FORBES HOSPITAL,0,0,5179.67,1
9182020,13:36:32,13:36:32,29,45,GREENFIELD TO CARNEGIE MELLON,0,0,13941.39,0
9198070,21:22:00,21:22:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
9207080,21:05:00,21:05:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
9209070,05:14:00,05:14:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
9222080,07:56:00,07:56:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
9223080,24:01:00,24:01:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
9227070,07:57:00,07:57:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
9228080,07:12:00,07:12:00,29,9,MONROEVILLE TO FORBES HOSPITAL,0,0,5179.67,1
9239070,13:35:00,13:35:00,29,18,MCKEESPORT HOMESTEAD TO MCKEESPORT,0,0,4431.48,1
9242010,10:12:00,10:12:00,29,9,MONROEVILLE TO FORBES HOSPITAL,0,0,5179.67,1
9287020,10:26:00,10:26:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
9291020,20:08:00,20:08:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
9314080,16:37:00,16:37:00,29,18,MCKEESPORT HOMESTEAD TO MCKEESPORT,0,0,4431.48,1
9315010,16:34:15,16:34:15,7639,71,HOMEWOOD-SQUIRREL HILL TO MURRAY-FORBES,0,0,12655.27,0
9321020,07:50:08,07:50:08,7639,71,HOMEWOOD-SQUIRREL HILL TO BEECHWOOD-TILBURY,0,0,12655.27,0
9330010,20:20:00,20:20:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
934020,06:26:00,06:26:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
9341020,08:39:00,08:39:00,29,18,MCKEESPORT HOMESTEAD TO MCKEESPORT,0,0,4431.48,1
9349020,09:36:00,09:36:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
9355070,07:04:00,07:04:00,29,18,MCKEESPORT HOMESTEAD TO MCKEESPORT,0,0,4431.48,1
9356010,05:24:00,05:24:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
9366070,19:57:00,19:57:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
9369020,05:04:00,05:04:00,29,18,MCKEESPORT HOMESTEAD TO MCKEESPORT,0,0,4431.48,1
9373020,14:26:00,14:26:00,29,9,MONROEVILLE TO CCAC BOYCE,0,0,5179.67,1
9375070,16:57:00,16:57:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
938020,08:24:00,08:24:00,29,18,MCKEESPORT HOMESTEAD TO MCKEESPORT,0,0,4431.48,1
9383010,06:00:00,06:00:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
9396020,20:45:00,20:45:00,29,18,MCKEESPORT HOMESTEAD TO MCKEESPORT,0,0,4431.48,1
9413020,19:12:57,19:12:57,7639,71,HOMEWOOD-SQUIRREL HILL TO BEECHWOOD-TILBURY,0,0,12655.27,0
9417010,17:33:00,17:33:00,29,9,MURRAY SHORT TO WATERFRONT,0,0,1573.71,1
9428020,16:27:00,16:27:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
944020,23:48:00,23:48:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
9442010,15:30:00,15:30:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
9451080,10:26:00,10:26:00,29,18,MCKEESPORT HOMESTEAD TO MCKEESPORT,0,0,4431.48,1
9461020,05:39:19,05:39:19,7639,3,MONROEVILLE TO DOWNTOWN VIA OAKLAND,0,0,380.85,0
9462020,11:18:00,11:18:00,29,18,MCKEESPORT HOMESTEAD TO MCKEESPORT,0,0,4431.48,1
9480020,16:34:00,16:34:00,29,9,MURRAY SHORT TO WATERFRONT,0,0,1573.71,1
9485070,19:03:23,19:03:23,29,45,GREENFIELD TO CARNEGIE MELLON,0,0,13941.39,0
9501020,08:36:00,08:36:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
9509010,19:32:00,19:32:00,29,9,MURRAY SHORT TO WATERFRONT,0,0,1573.71,1
9522010,19:22:00,19:22:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
9533020,21:58:00,21:58:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
9534010,15:03:00,15:03:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
9536020,10:34:00,10:34:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
9542070,12:30:00,12:30:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
9545070,17:36:10,17:36:10,7639,58,MONROEVILLE TO DOWNTOWN VIA OAKLAND,0,0,21541.22,0
9546020,16:35:00,16:35:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
9562070,21:12:00,21:12:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
9563070,16:27:00,16:27:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
9573080,06:48:00,06:48:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
9579080,09:25:00,09:25:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
9608070,10:04:03,10:04:03,7639,71,HOMEWOOD-SQUIRREL HILL TO MURRAY-FORBES,0,0,12655.27,0
9610070,14:27:00,14:27:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
9625020,06:37:00,06:37:00,29,18,MCKEESPORT HOMESTEAD TO MCKEESPORT,0,0,4431.48,1
9636010,22:34:00,22:34:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
9656080,23:21:00,23:21:00,29,9,MURRAY SHORT TO WATERFRONT,0,0,1573.71,1
9665070,24:31:00,24:31:00,29,9,MURRAY SHORT TO WATERFRONT,0,0,1573.71,1
9678080,15:37:00,15:37:00,29,18,MCKEESPORT HOMESTEAD TO MCKEESPORT,0,0,4431.48,1
9684070,17:20:00,17:20:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
9703070,14:55:00,14:55:00,29,18,MCKEESPORT HOMESTEAD TO MCKEESPORT,0,0,4431.48,1
9721020,16:39:41,16:39:41,29,45,GREENFIELD TO CARNEGIE MELLON,0,0,13941.39,0
9727080,06:00:00,06:00:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
9728010,10:44:00,10:44:00,29,23,AIRPORT FLYER TO DOWNTOWN & OAKLAND,0,0,39614.03,1
9736010,11:07:00,11:07:00,29,18,MCKEESPORT HOMESTEAD TO MCKEESPORT,0,0,4431.48,1
9768020,09:57:00,09:57:00,29,18,BRADDOCK-SWISSVALE TO NORTH BRADDOCK,0,0,4434.51,1
9790020,13:25:00,13:25:00,29,9,MURRAY SHORT TO WATERFRONT,0,0,1573.71,1
979010,11:40:15,11:40:15,7639,71,HOMEWOOD-SQUIRREL HILL TO MURRAY-FORBES,0,0,12655.27,0
9809070,23:25:00,23:25:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
9820080,13:03:00,13:03:00,29,9,MURRAY SHORT TO WATERFRONT,0,0,1573.71,1
9830070,05:25:00,05:25:00,29,18,NORTH BRADDOCK TO NORTH BRADDOCK,0,0,4434.51,1
9833080,18:54:32,18:54:32,29,45,GREENFIELD TO CARNEGIE MELLON,0,0,13941.39,0
